antigen,folder_name,pdb_file,chain
Hs~Ref:NM_004907.2~uORF:IOH3842,../../antigens/alphafold_pdb/,Q9BTL4.pdb,A
Hs~Ref:NM_001047.1~uORF:IOH7304,../../antigens/alphafold_pdb/,P18405.pdb,A
Hs~Ref:NM_001800.2~uORF:IOH5163,../../antigens/alphafold_pdb/,P55273.pdb,A
Hs~Ref:NM_005605.2~uORF:IOH5608,../../antigens/alphafold_pdb/,P48454.pdb,A
Hs~Ref:NM_023940.1~uORF:IOH6072,../../antigens/alphafold_pdb/,Q9BPW5.pdb,A
Hs~MGC:BC008094.1~uORF:IOH3305,../../antigens/alphafold_pdb/,P47804.pdb,A
Hs~Ref:NM_012108.1~uORF:IOH13463,../../antigens/alphafold_pdb/,Q9ULZ2.pdb,A
Hs~Ref:NM_005924.2~uORF:IOH11363,../../antigens/alphafold_pdb/,P50222.pdb,A
Hs~MGC:BC022340.1~uORF:IOH14764,../../antigens/alphafold_pdb/,P61956.pdb,A
Hs~MGC:BC017770.1~uORF:IOH14871,../../antigens/alphafold_pdb/,Q9Y5S9.pdb,A
Hs~Ref:NM_018467.2~uORF:IOH7563,../../antigens/alphafold_pdb/,Q9NZ43.pdb,A
Hs~Ref:NM_002177.1~uORF:IOH35249,../../antigens/alphafold_pdb/,P05000.pdb,A
Hs~Ref:NM_198926.1~uORF:IOH35421,../../antigens/alphafold_pdb/,Q9NTI7.pdb,A
Hs~Ref:NM_176870.1~uORF:IOH11808,../../antigens/alphafold_pdb/,Q8N339.pdb,A
Hs~MGC:AB065812.1~uORF:IOH28238,../../antigens/alphafold_pdb/,Q8NGI3.pdb,A
Hs~Ref:NM_002521.1~uORF:IOH22623,../../antigens/alphafold_pdb/,P16860.pdb,A
Hs~MGC:NM_173619.1~uORF:IOH27329,../../antigens/alphafold_pdb/,Q8NCF0.pdb,A
Hs~MGC:BC003178.1~uORF:IOH5124,../../antigens/alphafold_pdb/,Q9UIF7.pdb,A
Hs~MGC:NM_152338.1~uORF:IOH22692,../../antigens/alphafold_pdb/,O60844.pdb,A
Hs~Ref:NM_006228.2~uORF:IOH22728,../../antigens/alphafold_pdb/,Q13519.pdb,A
Hs~Ref:NM_000905.1~uORF:IOH22539,../../antigens/alphafold_pdb/,P01303.pdb,A
Hs~Ref:NM_005031.2~uORF:IOH21828,../../antigens/alphafold_pdb/,O00168.pdb,A
Hs~MGC:BC007028.1~uORF:IOH7155,../../antigens/alphafold_pdb/,P09093.pdb,A
Hs~Ref:NM_014268.1~uORF:IOH5850,../../antigens/alphafold_pdb/,Q15555.pdb,A
Hs~Ref:NM_006512.1~uORF:IOH7161,../../antigens/alphafold_pdb/,P35542.pdb,A
Hs~Ref:NM_006062.1~uORF:IOH45944,../../antigens/alphafold_pdb/,Q6GMV2.pdb,A
Hs~Ref:NM_013264.2~uORF:IOH45462,../../antigens/alphafold_pdb/,Q9UHL0.pdb,A
Hs~Ref:NM_006585.2~uORF:IOH45947,../../antigens/alphafold_pdb/,P50990.pdb,A
Hs~MGC:BC020737.1~uORF:IOH14449,../../antigens/alphafold_pdb/,Q92643.pdb,A
Hs~MGC:BC020577.1~uORF:IOH21439,../../antigens/alphafold_pdb/,Q9NS85.pdb,A
Hs~Ref:NM_002983.1~uORF:IOH29648,../../antigens/alphafold_pdb/,P10147.pdb,A
Hs~Ref:NM_080391.1~uORF:IOH29576,../../antigens/alphafold_pdb/,Q12974.pdb,A
Hs~MGC:BC060852.1~uORF:IOH29264,../../antigens/alphafold_pdb/,Q9UIV1.pdb,A
Hs~MGC:BC060768.1~uORF:IOH29221,../../antigens/alphafold_pdb/,Q6P9G9.pdb,A
Hs~MGC:BC011585.1~uORF:IOH13262,../../antigens/alphafold_pdb/,Q969G5.pdb,A
Hs~Ref:NM_001029896.1~uORF:IOH3590,../../antigens/alphafold_pdb/,Q9Y484.pdb,A
Hs~Ref:NM_002631.2~uORF:IOH3407,../../antigens/alphafold_pdb/,P52209.pdb,A
Hs~Ref:NM_003981.2~uORF:IOH5138,../../antigens/alphafold_pdb/,O43663.pdb,A
Hs~Ref:NM_203302.2~uORF:IOH45642,../../antigens/alphafold_pdb/,P62750.pdb,A
Hs~Ref:NM_000562.1~uORF:IOH44369,../../antigens/alphafold_pdb/,P07357.pdb,A
Hs~Ref:NM_212461.1~uORF:IOH45870,../../antigens/alphafold_pdb/,P54619.pdb,A
Hs~Ref:NM_001571.2~uORF:IOH45678,../../antigens/alphafold_pdb/,Q14653.pdb,A
Hs~Ref:NM_004309.2~uORF:IOH5797,../../antigens/alphafold_pdb/,P52565.pdb,A
Hs~MGC:BC009674.1~uORF:IOH9894,../../antigens/alphafold_pdb/,Q9Y548.pdb,A
Hs~MGC:BC024281.1~uORF:IOH14073,../../antigens/alphafold_pdb/,Q9UNT1.pdb,A
Hs~MGC:BC007658.1~uORF:IOH5956,../../antigens/alphafold_pdb/,Q9BXK5.pdb,A
Hs~Ref:NM_016310.2~uORF:IOH12571,../../antigens/alphafold_pdb/,Q9Y2Y1.pdb,A
Hs~MGC:BC011924.1~uORF:IOH12682,../../antigens/alphafold_pdb/,Q9H9P5.pdb,A
Hs~MGC:BC026126.1~uORF:IOH12379,../../antigens/alphafold_pdb/,Q9NV92.pdb,A
Hs~Ref:NM_030815.1~uORF:IOH12796,../../antigens/alphafold_pdb/,Q9NUG6.pdb,A
Hs~Ref:NM_024561.1~uORF:IOH11647,../../antigens/alphafold_pdb/,Q6N069.pdb,A
Hs~Ref:NM_018413.2~uORF:IOH12727,../../antigens/alphafold_pdb/,Q9NPF2.pdb,A
Hs~MGC:BC022471.1~uORF:IOH11199,../../antigens/alphafold_pdb/,Q13875.pdb,A
Hs~Ref:NM_014553.1~uORF:IOH39819,../../antigens/alphafold_pdb/,Q9NZI6.pdb,A
Hs~Ref:NM_006402.2~uORF:IOH40860,../../antigens/alphafold_pdb/,O43504.pdb,A
Hs~MGC:BC063392.1~uORF:IOH39855,../../antigens/alphafold_pdb/,Q6P4I2.pdb,A
Hs~MGC:BC000381.2~uORF:IOH3454,../../antigens/alphafold_pdb/,P62380.pdb,A
Hs~Ref:NM_016487.1~uORF:IOH12876,../../antigens/alphafold_pdb/,Q9P0P8.pdb,A
Hs~Ref:NM_005368.1~uORF:IOH12916,../../antigens/alphafold_pdb/,P02144.pdb,A
Hs~Ref:NM_014596.3~uORF:IOH12855,../../antigens/alphafold_pdb/,Q9P1U0.pdb,A
Hs~MGC:BC010907.1~uORF:IOH12088,../../antigens/alphafold_pdb/,Q9NWT1.pdb,A
Hs~MGC:BC029054.1~uORF:IOH22631,../../antigens/alphafold_pdb/,Q9H5P4.pdb,A
Hs~MGC:BC000953.2~uORF:IOH3022,../../antigens/alphafold_pdb/,Q9BVS4.pdb,A
Hs~MGC:BC030773.2~uORF:IOH22301,../../antigens/alphafold_pdb/,Q9Y639.pdb,A
Hs~Ref:NM_006948.1~uORF:IOH22345,../../antigens/alphafold_pdb/,P48723.pdb,A
Hs~Ref:NM_001023.2~uORF:IOH6083,../../antigens/alphafold_pdb/,P60866.pdb,A
Hs~Ref:NM_001537.1~uORF:IOH6103,../../antigens/alphafold_pdb/,O75506.pdb,A
Hs~Ref:NM_007285.5~uORF:IOH7450,../../antigens/alphafold_pdb/,P60520.pdb,A
Hs~MGC:BC032422.1~uORF:IOH21726,../../antigens/alphafold_pdb/,P43628.pdb,A
Hs~Ref:NM_006459.1~uORF:IOH22186,../../antigens/alphafold_pdb/,O75477.pdb,A
Hs~MGC:BC010125.1~uORF:IOH13046,../../antigens/alphafold_pdb/,Q96FZ2.pdb,A
Hs~Ref:NM_002754.3~uORF:IOH3435,../../antigens/alphafold_pdb/,O15264.pdb,A
Hs~MGC:BC007581.1~uORF:IOH6857,../../antigens/alphafold_pdb/,P30038.pdb,A
Hs~MGC:BC023286.1~uORF:IOH26797,../../antigens/alphafold_pdb/,P23763.pdb,A
Hs~MGC:BC011821.1~uORF:IOH14728,../../antigens/alphafold_pdb/,Q9NPQ8.pdb,A
Hs~Ref:NM_002677.1~uORF:IOH27101,../../antigens/alphafold_pdb/,P02689.pdb,A
Hs~Ref:NM_178483.2~uORF:IOH43017,../../antigens/alphafold_pdb/,Q9UJQ7.pdb,A
Hs~Ref:NM_003384.1~uORF:IOH41408,../../antigens/alphafold_pdb/,Q99986.pdb,A
Hs~Ref:NM_198450.1~uORF:IOH42967,../../antigens/alphafold_pdb/,Q6UXV4.pdb,A
Hs~Ref:NM_172213.1~uORF:IOH35341,../../antigens/alphafold_pdb/,P10966.pdb,A
Hs~Ref:NM_017431.2~uORF:IOH40966,../../antigens/alphafold_pdb/,Q9UGI9.pdb,A
Hs~Ref:NM_020958.2~uORF:IOH44465,../../antigens/alphafold_pdb/,Q6NUP7.pdb,A
Hs~Ref:NM_178491.2~uORF:IOH35368,../../antigens/alphafold_pdb/,Q9H3Y0.pdb,A
Hs~Ref:NM_018384.1~uORF:IOH12230,../../antigens/alphafold_pdb/,Q96F15.pdb,A
Hs~Ref:NM_018649.1~uORF:IOH10067,../../antigens/alphafold_pdb/,Q9P0M6.pdb,A
Hs~Ref:NM_007080.1~uORF:IOH10074,../../antigens/alphafold_pdb/,P62312.pdb,A
Hs~MGC:BC033766.1~uORF:IOH21750,../../antigens/alphafold_pdb/,P56181.pdb,A
Hs~Ref:NM_005813.2,../../antigens/alphafold_pdb/,O94806.pdb,A
Hs~Ref:NM_002648.1,../../antigens/alphafold_pdb/,P11309.pdb,A
Hs~Ref:NM_003159.1,../../antigens/alphafold_pdb/,O76039.pdb,A
Hs~Ref:NM_025195.1,../../antigens/alphafold_pdb/,Q96RU8.pdb,A
Hs~Ref:NM_004333.1,../../antigens/alphafold_pdb/,P15056.pdb,A
Hs~Ref:NM_005211.1,../../antigens/alphafold_pdb/,P07333.pdb,A
Hs~Ref:NM_006343.1,../../antigens/alphafold_pdb/,Q12866.pdb,A
Hs~Ref:NM_019099.1~uORF:IOH22645,../../antigens/alphafold_pdb/,Q9NTI7.pdb,A
Hs~Ref:NM_145071.1~uORF:IOH22653,../../antigens/alphafold_pdb/,Q9NSE2.pdb,A
Hs~MGC:NM_153237.1~uORF:IOH22672,../../antigens/alphafold_pdb/,Q8N6L7.pdb,A
Hs~Ref:NM_018659.1~uORF:IOH22679,../../antigens/alphafold_pdb/,Q9NRR1.pdb,A
Hs~Ref:NM_006186.1~uORF:IOH12929,../../antigens/alphafold_pdb/,P43354.pdb,A
Hs~MGC:BC014181.1~uORF:IOH12954,../../antigens/alphafold_pdb/,Q9Y2Z9.pdb,A
Hs~MGC:BC014131.1~uORF:IOH12938,../../antigens/alphafold_pdb/,Q96CM3.pdb,A
Hs~MGC:BC027607.1~uORF:IOH11737,../../antigens/alphafold_pdb/,Q6PJT7.pdb,A
Hs~Ref:NM_003338.2~uORF:IOH7482,../../antigens/alphafold_pdb/,P51668.pdb,A
Hs~Ref:NM_016230.2~uORF:IOH10958,../../antigens/alphafold_pdb/,Q7L1T6.pdb,A
Hs~MGC:BC005258.1~uORF:IOH7193,../../antigens/alphafold_pdb/,Q9UJX2.pdb,A
Hs~Ref:NM_006279.2~uORF:IOH26679,../../antigens/alphafold_pdb/,Q11203.pdb,A
Hs~Ref:NM_031361.1~uORF:IOH4674,../../antigens/alphafold_pdb/,Q9Y5P4.pdb,A
Hs~Ref:NM_016283.2~uORF:IOH5842,../../antigens/alphafold_pdb/,Q9Y3D8.pdb,A
Hs~Ref:NM_033019.1~uORF:IOH6258,../../antigens/alphafold_pdb/,Q00536.pdb,A
Hs~MGC:BC006233.1~uORF:IOH6288,../../antigens/alphafold_pdb/,P50053.pdb,A
Hs~Ref:NM_032330.1~uORF:IOH7236,../../antigens/alphafold_pdb/,Q96L46.pdb,A
Hs~MGC:BC007206.1~uORF:IOH6600,../../antigens/alphafold_pdb/,Q96IW2.pdb,A
Hs~MGC:BC006142.2~uORF:IOH6636,../../antigens/alphafold_pdb/,Q9BRP4.pdb,A
Hs~Ref:NM_018052.2~uORF:IOH6786,../../antigens/alphafold_pdb/,Q08AM6.pdb,A
Hs~MGC:BC022077.1~uORF:IOH22412,../../antigens/alphafold_pdb/,Q8NEP7.pdb,A
Hs~MGC:BC032957.1~uORF:IOH22428,../../antigens/alphafold_pdb/,Q5T0L3.pdb,A
Hs~MGC:BC001741.1~uORF:IOH4415,../../antigens/alphafold_pdb/,Q04760.pdb,A
Hs~MGC:BC036540.2~uORF:IOH22457,../../antigens/alphafold_pdb/,A2A2V5.pdb,A
Hs~MGC:BC013200.1~uORF:IOH11874,../../antigens/alphafold_pdb/,P06239.pdb,A
Hs~MGC:BC050718.1~uORF:IOH27017,../../antigens/alphafold_pdb/,Q9UBT6.pdb,A
Hs~MGC:BC036107.1~uORF:IOH27227,../../antigens/alphafold_pdb/,P54652.pdb,A
Hs~MGC:BC015497.1~uORF:IOH11495,../../antigens/alphafold_pdb/,Q15561.pdb,A
Hs~MGC:BC041009.2~uORF:IOH25834,../../antigens/alphafold_pdb/,Q8IW50.pdb,A
Hs~MGC:BC036075.1~uORF:IOH27252,../../antigens/alphafold_pdb/,Q8TF65.pdb,A
Hs~Ref:NM_139240.2~uORF:IOH27365,../../antigens/alphafold_pdb/,O95561.pdb,A
Hs~Ref:NM_153345.1~uORF:IOH27468,../../antigens/alphafold_pdb/,Q8IV31.pdb,A
Hs~Ref:NM_016301.2~uORF:IOH7464,../../antigens/alphafold_pdb/,Q9UHW5.pdb,A
Hs~MGC:BC029220.1~uORF:IOH22755,../../antigens/alphafold_pdb/,P35711.pdb,A
Hs~MGC:BC012547.1~uORF:IOH14261,../../antigens/alphafold_pdb/,Q14240.pdb,A
Hs~MGC:BC017810.1~uORF:IOH12948,../../antigens/alphafold_pdb/,Q9NZQ9.pdb,A
Hs~Ref:NM_004438.1~CAT:PV3651,../../antigens/alphafold_pdb/,P54764.pdb,A
Hs~Ref:NM_001004023.1~CAT:PV3837,../../antigens/alphafold_pdb/,O43781.pdb,A
Hs~Ref:NM_000875~CAT:PV3250,../../antigens/alphafold_pdb/,P08069.pdb,A
Hs~Ref:NM_004304.3~CAT:PV3867,../../antigens/alphafold_pdb/,Q9UM73.pdb,A
Hs~Ref:NM_004443.2~CAT:PV3658,../../antigens/alphafold_pdb/,P54753.pdb,A
Hs~Ref:NM_002316.1~uORF:IOH34707,../../antigens/alphafold_pdb/,O60663.pdb,A
Hs~Ref:NM_145914.2~uORF:IOH26562,../../antigens/alphafold_pdb/,Q9Y5A6.pdb,A
Hs~Ref:NM_030903.2~uORF:IOH28411,../../antigens/alphafold_pdb/,Q9Y3N9.pdb,A
Hs~MGC:BC064612.1~uORF:IOH39905,../../antigens/alphafold_pdb/,P55198.pdb,A
Hs~MGC:BC040529.1~uORF:IOH27481,../../antigens/alphafold_pdb/,Q07002.pdb,A
Hs~Ref:NM_152997.2~uORF:IOH40712,../../antigens/alphafold_pdb/,Q8NFU4.pdb,A
Hs~Ref:NM_138403.3~uORF:IOH40584,../../antigens/alphafold_pdb/,Q9BUA6.pdb,A
Hs~MGC:BC032474.1~uORF:IOH21712,../../antigens/alphafold_pdb/,P58753.pdb,A
Hs~Ref:NM_004001.3~uORF:IOH22175,../../antigens/alphafold_pdb/,P31994.pdb,A
Hs~Ref:NM_152563.1~uORF:IOH21932,../../antigens/alphafold_pdb/,Q9NVL1.pdb,A
Hs~Ref:NM_138342.2~uORF:IOH25758,../../antigens/alphafold_pdb/,Q8IW92.pdb,A
Hs~MGC:BC002934.1~uORF:IOH5727,../../antigens/alphafold_pdb/,P98173.pdb,A
Hs~Ref:NM_024312.1~uORF:IOH5325,../../antigens/alphafold_pdb/,Q3T906.pdb,A
Hs~MGC:BC002656.1~uORF:IOH5254,../../antigens/alphafold_pdb/,Q15643.pdb,A
Hs~MGC:BC041421.1~uORF:IOH28778,../../antigens/alphafold_pdb/,Q9Y5X4.pdb,A
Hs~MGC:BC056872.1~uORF:IOH29082,../../antigens/alphafold_pdb/,Q9HCD5.pdb,A
Hs~MGC:BC051382.1~uORF:IOH28098,../../antigens/alphafold_pdb/,Q86V88.pdb,A
Hs~MGC:BC057243.1~uORF:IOH29436,../../antigens/alphafold_pdb/,Q58DX5.pdb,A
Hs~Ref:NM_023935.1~uORF:IOH4217,../../antigens/alphafold_pdb/,Q96HY6.pdb,A
Hs~Ref:NM_004550.3~uORF:IOH4011,../../antigens/alphafold_pdb/,O75306.pdb,A
Hs~MGC:BC035058.1~uORF:IOH27691,../../antigens/alphafold_pdb/,P22694.pdb,A
Hs~Ref:NM_203326.1~uORF:IOH3915,../../antigens/alphafold_pdb/,Q9H6S1.pdb,A
Hs~Ref:NM_003188.2~uORF:IOH21077,../../antigens/alphafold_pdb/,O43318.pdb,A
Hs~Ref:NM_014326.2~uORF:IOH21336,../../antigens/alphafold_pdb/,Q9UIK4.pdb,A
Hs~MGC:BC034718.1~uORF:IOH21418,../../antigens/alphafold_pdb/,O43491.pdb,A
Hs~MGC:BC019954.1~uORF:IOH21472,../../antigens/alphafold_pdb/,O60942.pdb,A
Hs~Ref:NM_000998.3~uORF:IOH1576,../../antigens/alphafold_pdb/,P61513.pdb,A
Hs~Ref:NM_001086.1~uORF:IOH2181,../../antigens/alphafold_pdb/,P22760.pdb,A
Hs~MGC:BC000819.1~uORF:IOH3103,../../antigens/alphafold_pdb/,Q6YP21.pdb,A
Hs~Ref:NM_000061.1~uORF:IOH21063,../../antigens/alphafold_pdb/,Q06187.pdb,A
Hs~MGC:BC001428.1~uORF:IOH4072,../../antigens/alphafold_pdb/,Q96CS7.pdb,A
Hs~Ref:NM_005828.1~uORF:IOH3135,../../antigens/alphafold_pdb/,P61962.pdb,A
Hs~MGC:BC006318.1~uORF:IOH6433,../../antigens/alphafold_pdb/,Q08495.pdb,A
Hs~Ref:NM_014755.1~uORF:IOH42292,../../antigens/alphafold_pdb/,Q14140.pdb,A
Hs~Ref:NM_198205.1~uORF:IOH40943,../../antigens/alphafold_pdb/,Q9UH92.pdb,A
Hs~Ref:NM_018667.2~uORF:IOH43841,../../antigens/alphafold_pdb/,Q9NY59.pdb,A
Hs~Ref:XM_096883.2~uORF:IOH42301,../../antigens/alphafold_pdb/,Q8IWN7.pdb,A
Hs~Ref:NM_002656.2~uORF:IOH45740,../../antigens/alphafold_pdb/,Q9UM63.pdb,A
Hs~MGC:BC030691.1~uORF:IOH22248,../../antigens/alphafold_pdb/,Q08629.pdb,A
Hs~Ref:NM_021146.2~uORF:IOH4956,../../antigens/alphafold_pdb/,O43827.pdb,A
Hs~Ref:NM_139169.2~uORF:IOH22254,../../antigens/alphafold_pdb/,Q8WWH5.pdb,A
Hs~MGC:BC034954.2~uORF:IOH26830,../../antigens/alphafold_pdb/,Q99457.pdb,A
Hs~MGC:BC030578.1~uORF:IOH26854,../../antigens/alphafold_pdb/,O43432.pdb,A
Hs~Ref:NM_014248.2~uORF:IOH4015,../../antigens/alphafold_pdb/,P62877.pdb,A
Hs~MGC:BC009894.2~uORF:IOH14557,../../antigens/alphafold_pdb/,O95340.pdb,A
Hs~MGC:BC001234.1~uORF:IOH3198,../../antigens/alphafold_pdb/,O00534.pdb,A
Hs~MGC:BC018359.1~uORF:IOH11786,../../antigens/alphafold_pdb/,Q00266.pdb,A
Hs~Ref:NM_024812.1~uORF:IOH9655,../../antigens/alphafold_pdb/,Q8WXS3.pdb,A
Hs~Ref:NM_003574.2~uORF:IOH5040,../../antigens/alphafold_pdb/,Q9P0L0.pdb,A
Hs~MGC:BC008353.1~uORF:IOH6984,../../antigens/alphafold_pdb/,Q969I3.pdb,A
Hs~MGC:NM_175630.1~uORF:IOH27070,../../antigens/alphafold_pdb/,Q9Y6K1.pdb,A
Hs~Ref:NM_004271.1~uORF:IOH26154,../../antigens/alphafold_pdb/,O95711.pdb,A
Hs~MGC:NM_205859.1~uORF:IOH28276,../../antigens/alphafold_pdb/,Q8NGT1.pdb,A
Hs~Ref:NM_023937.1~uORF:IOH4594,../../antigens/alphafold_pdb/,Q9BQ48.pdb,A
Hs~Ref:NM_007211.1~uORF:IOH22477,../../antigens/alphafold_pdb/,Q8NHQ8.pdb,A
Hs~Ref:NM_000824.1~uORF:IOH21923,../../antigens/alphafold_pdb/,P48167.pdb,A
Hs~Ref:NM_138453.1~uORF:IOH13462,../../antigens/alphafold_pdb/,Q96E17.pdb,A
Hs~Ref:NM_145061.1~uORF:IOH12828,../../antigens/alphafold_pdb/,Q8IX90.pdb,A
Hs~MGC:BC009510.1~uORF:IOH12049,../../antigens/alphafold_pdb/,Q96GE9.pdb,A
Hs~MGC:BC012109.1~uORF:IOH12380,../../antigens/alphafold_pdb/,Q9NSB8.pdb,A
Hs~Ref:NM_001707.2~uORF:IOH3200,../../antigens/alphafold_pdb/,Q9BQE9.pdb,A
Hs~Ref:NM_016077.1~uORF:IOH3153,../../antigens/alphafold_pdb/,Q9Y3E5.pdb,A
Hs~MGC:BC000330.1~uORF:IOH3560,../../antigens/alphafold_pdb/,Q86VK4.pdb,A
Hs~MGC:BC008656.1~uORF:IOH3347,../../antigens/alphafold_pdb/,Q9P0W8.pdb,A
Hs~MGC:BC021704.1~uORF:IOH10916,../../antigens/alphafold_pdb/,Q5T089.pdb,A
Hs~MGC:BC005279.1~uORF:IOH7369,../../antigens/alphafold_pdb/,P15085.pdb,A
Hs~Ref:NM_145269.1~uORF:IOH10713,../../antigens/alphafold_pdb/,A1XBS5.pdb,A
Hs~MGC:BC014592.1~uORF:IOH11286,../../antigens/alphafold_pdb/,Q9UJJ9.pdb,A
Hs~MGC:BC004207.1,../../antigens/alphafold_pdb/,O96017.pdb,A
Hs~Ref:NM_018492.2,../../antigens/alphafold_pdb/,Q96KB5.pdb,A
Hs~Ref:NM_006258.1,../../antigens/alphafold_pdb/,Q13976.pdb,A
Hs~MGC:BC046208.1~uORF:IOH26975,../../antigens/alphafold_pdb/,Q9BYX4.pdb,A
Hs~Ref:NM_003039.1~uORF:IOH3855,../../antigens/alphafold_pdb/,P22732.pdb,A
Hs~Ref:NM_018976.2~uORF:IOH25744,../../antigens/alphafold_pdb/,Q96QD8.pdb,A
Hs~MGC:BC040106.1~uORF:IOH26285,../../antigens/alphafold_pdb/,Q9Y3C1.pdb,A
Hs~Ref:NM_145641.1~uORF:IOH44125,../../antigens/alphafold_pdb/,O95236.pdb,A
Hs~Ref:XM_371664.3~uORF:IOH43574,../../antigens/alphafold_pdb/,Q9ULG3.pdb,A
Hs~Ref:NM_014445.2~uORF:IOH41298,../../antigens/alphafold_pdb/,Q9Y6X1.pdb,A
Hs~Ref:NM_017855.2~uORF:IOH23051,../../antigens/alphafold_pdb/,A1E959.pdb,A
Hs~MGC:BC030813.1~uORF:IOH23055,../../antigens/alphafold_pdb/,P0DOX7.pdb,A
Hs~MGC:BC000522.1~uORF:IOH3622,../../antigens/alphafold_pdb/,P36955.pdb,A
Hs~Ref:NM_032360.1~uORF:IOH6003,../../antigens/alphafold_pdb/,Q9BR61.pdb,A
Hs~Ref:NM_053005.2~uORF:IOH40119,../../antigens/alphafold_pdb/,Q70IA6.pdb,A
Hs~Ref:NM_152453.2~uORF:IOH40202,../../antigens/alphafold_pdb/,Q8N6Q1.pdb,A
Hs~Ref:NM_148912.2~uORF:IOH40097,../../antigens/alphafold_pdb/,Q8NFV4.pdb,A
Hs~MGC:BC067446.1~uORF:IOH40156,../../antigens/alphafold_pdb/,O75553.pdb,A
Hs~Ref:NM_012191.1~uORF:IOH5628,../../antigens/alphafold_pdb/,Q93015.pdb,A
Hs~Ref:NM_001183.3~uORF:IOH4722,../../antigens/alphafold_pdb/,Q15904.pdb,A
Hs~Ref:NM_014435.2~uORF:IOH40605,../../antigens/alphafold_pdb/,Q02083.pdb,A
Hs~Ref:NM_016204.1~uORF:IOH40347,../../antigens/alphafold_pdb/,Q9UK05.pdb,A
Hs~Ref:NM_002916.1~uORF:IOH13786,../../antigens/alphafold_pdb/,P35249.pdb,A
Hs~Ref:NM_001450.2~uORF:IOH14447,../../antigens/alphafold_pdb/,Q14192.pdb,A
Hs~MGC:BC013019.1~uORF:IOH14884,../../antigens/alphafold_pdb/,Q8IWP9.pdb,A
Hs~Ref:NM_001016.2~uORF:IOH14179,../../antigens/alphafold_pdb/,P25398.pdb,A
Hs~Ref:NM_003081.2~uORF:IOH9748,../../antigens/alphafold_pdb/,P60880.pdb,A
Hs~MGC:BC008708.1~uORF:IOH6868,../../antigens/alphafold_pdb/,Q99714.pdb,A
Hs~MGC:BC014888.1~uORF:IOH10012,../../antigens/alphafold_pdb/,Q9NPJ8.pdb,A
Hs~MGC:BC017115.1~uORF:IOH10111,../../antigens/alphafold_pdb/,O95602.pdb,A
Hs~MGC:BC058032.1~uORF:IOH29448,../../antigens/alphafold_pdb/,Q9NWQ4.pdb,A
Hs~Ref:NM_030908.1~uORF:IOH28404,../../antigens/alphafold_pdb/,O95047.pdb,A
Hs~MGC:BC025314.1~uORF:IOH13984,../../antigens/alphafold_pdb/,P0DOX5.pdb,A
Hs~MGC:BC051841.1~uORF:IOH28892,../../antigens/alphafold_pdb/,Q86YD3.pdb,A
Hs~MGC:BC032101.1~uORF:IOH22993,../../antigens/alphafold_pdb/,Q8N5M9.pdb,A
Hs~MGC:BC026187.2~uORF:IOH22486,../../antigens/alphafold_pdb/,Q8N815.pdb,A
Hs~Ref:NM_002357.1~uORF:IOH40302,../../antigens/alphafold_pdb/,Q05195.pdb,A
Hs~MGC:BC062625.1~uORF:IOH39875,../../antigens/alphafold_pdb/,Q6P5W5.pdb,A
Hs~Ref:NM_207356.1~uORF:IOH40044,../../antigens/alphafold_pdb/,Q8IYL3.pdb,A
Hs~Ref:NM_080870.2~uORF:IOH40303,../../antigens/alphafold_pdb/,Q3MIW9.pdb,A
Hs~Ref:NM_203402.1~uORF:IOH41069,../../antigens/alphafold_pdb/,A5D6W6.pdb,A
Hs~Ref:NM_198689.1~uORF:IOH35635,../../antigens/alphafold_pdb/,P60409.pdb,A
Hs~Ref:NM_004763.2~uORF:IOH40963,../../antigens/alphafold_pdb/,O14713.pdb,A
Hs~Ref:NM_017787.3~uORF:IOH41070,../../antigens/alphafold_pdb/,Q9NX94.pdb,A
Hs~Ref:NM_006694.1~uORF:IOH2941,../../antigens/alphafold_pdb/,O76095.pdb,A
Hs~Ref:NM_004181.2~uORF:IOH5072,../../antigens/alphafold_pdb/,P09936.pdb,A
Hs~Ref:NM_016267.1~uORF:IOH2890,../../antigens/alphafold_pdb/,Q99990.pdb,A
Hs~Ref:NM_005900.1~uORF:IOH4970,../../antigens/alphafold_pdb/,Q15797.pdb,A
Hs~MGC:NM_177552.1~uORF:IOH12788,../../antigens/alphafold_pdb/,P0DMM9.pdb,A
Hs~Ref:NM_001760.2~uORF:IOH14467,../../antigens/alphafold_pdb/,P30281.pdb,A
Hs~Ref:NM_145286.1~uORF:IOH10802,../../antigens/alphafold_pdb/,Q8TAV4.pdb,A
Hs~MGC:BC050614.1~uORF:IOH27013,../../antigens/alphafold_pdb/,Q9HC36.pdb,A
Hs~MGC:BC047567.1~uORF:IOH26429,../../antigens/alphafold_pdb/,Q9Y6M4.pdb,A
Hs~MGC:BC040138.2~uORF:IOH26193,../../antigens/alphafold_pdb/,Q13621.pdb,A
Hs~MGC:BC039831.1~uORF:IOH26290,../../antigens/alphafold_pdb/,Q9Y366.pdb,A
Hs~Ref:NM_152638.2~uORF:IOH11376,../../antigens/alphafold_pdb/,Q8TC90.pdb,A
Hs~MGC:BC017716.1~uORF:IOH11983,../../antigens/alphafold_pdb/,Q8WVN6.pdb,A
Hs~Ref:NM_004512.3~uORF:IOH39599,../../antigens/alphafold_pdb/,Q14626.pdb,A
Hs~MGC:BC017236.1~uORF:IOH14401,../../antigens/alphafold_pdb/,Q9HCP0.pdb,A
